Scenario,Year,ghg,lcspe,fed,esfe,co2elc,ccsfos,nonnrg
nfn,2100,10.327478381552714,0.8507317591316641,607.8601337191334,0.1501055088408065,-155.7428901894751,0.873832823904742,-1.3238516559534326
nfnesec,2020,52.19200000015673,0.17999999975185543,396.7015175329697,0.1891196413304663,499.5214823736644,0,17.07335221076134
nfnesec,2030,36.705454147342735,0.34432816736716587,398.11280889125953,0.2633461913119607,100.15222572092068,0.21613203282853094,11.762855645612712
nfnesec,2040,27.708230265856347,0.5795741225363675,392.79064678357815,0.3956586626223352,2.5412489454119385,2.227107646459469,6.870788618208873
nfnesec,2050,22.146909924202614,0.7437139521658193,409.26041853096535,0.5143530143165014,-5.547293859012997,3.2583761365382156,3.771110563391033
nfnesec,2060,17.011085128879472,0.8214979170193644,447.28473009935453,0.5756544218824693,-7.052854483614363,4.33144021690187,1.8925082630047838
nfnesec,2070,16.786963570234384,0.8257044020180011,505.58352272624404,0.6129746334469374,-6.410634198758232,4.574321168218593,1.0738999791948434
nfnesec,2080,17.124875100089273,0.8316579431780289,543.7985586311264,0.640782190561789,-4.405756588571638,4.895878548495832,-0.012990841771720949
nfnesec,2090,16.615989785246907,0.8409637343987204,570.4872165085685,0.6483889965834124,-3.61468318895412,3.4802031802102773,-0.2650857153257246
nfnesec,2100,13.187847853352704,0.8507317591237785,607.8601336234533,0.6564396169102387,-4.2864483711698,2.0971172107698113,-1.2936510470079239
nfnesecfc,2020,52.191999999736936,0.17999999969968358,396.86965293107517,0.18905129093888332,500.12744455549625,0,17.045820634659265
nfnesecfc,2030,35.948284169714825,0.3443281673398544,398.1120127482199,0.2633467179444373,100.15222572951144,0.2221954448023698,10.596920000013201
nfnesecfc,2040,28.708575372658185,0.5795741225213319,392.7909049169661,0.3956584026027217,2.541248945270833,1.0333848207086576,7.196310000032599
nfnesecfc,2050,24.398880463457402,0.7437139521620917,410.9201833276669,0.512275469652713,-5.54729386282369,1.597045445096704,5.078700000107049
nfnesecfc,2060,21.72665162673465,0.8214979170210674,451.3166861595621,0.570511662144745,-7.052854494662125,2.4478810187311835,4.94702999999237
nfnesecfc,2070,22.286538466618463,0.8257044020140051,505.5835227583862,0.6129746334315042,-6.410634241795213,3.0905575532453677,4.660920000015353
nfnesecfc,2080,22.3888684721338,0.8316579431766637,543.7985586282756,0.640782190546941,-4.405756601809434,3.3376648679957426,3.6095400000240905
nfnesecfc,2090,21.29773147016646,0.840963734393084,570.487216580371,0.6483889965367732,-3.6146831704044393,1.4733312945408912,3.1581000000336097
nfnesecfc,2100,18.478725066684422,0.8507317591091796,607.8601336168118,0.6564396168218636,-4.2864483740085255,0.8559638684613166,2.3463000001014955
nng,2020,52.19199999996211,0.1799999995375951,395.22900484221265,0.18764644576601192,520.0936430748993,0,17.017447047914278
nng,2030,36.39801369651847,0.3443281670543998,400.38209684525805,0.15515471620767132,237.21646051053457,0.20228323101559664,11.518048012705789
nng,2040,26.278018658765866,0.579574122388703,374.66913030022715,0.1602232348332326,14.495463007584844,1.666532162796936,6.484015330355076
nng,2050,18.244454140363587,0.7437139521184711,372.32020913632095,0.19122241844045781,-155.4467887718738,2.2510608094977966,3.293670805940095
nng,2060,14.631934083270858,0.8214979169813112,374.44457529530155,0.2149947018156167,-182.87363098050466,2.8392190892255593,1.7912954501472844
nng,2070,13.942063544141943,0.8257044019826523,391.8172594738155,0.23289947602541633,-165.743589622395,3.329661060063843,1.0246138390170398
nng,2080,15.143942667091359,0.8316579431695871,415.26848072349907,0.2291016873692165,-156.4627638656845,3.2246646516622794,-0.029945345543737362
nng,2090,14.154969077301345,0.8409637343854294,443.13496107084273,0.2100552525478217,-159.42399519116955,3.2704805432077606,-0.2680764680218414
nng,2100,9.404407869395765,0.85073175911254,398.45122234160294,0.22719620005655858,-159.12458728781323,3.0567220204203362,-1.321033645681012
tab2,2020,52.19199999748105,0.17999999951263077,394.7028799572205,0.1873477609108595,516.4897385866946,0,17.27039229442265
tab2,2030,31.139459999153253,0.4260537023508951,390.44094466305506,0.16120117919673882,104.4344773773563,0.21517908533802582,11.868240265578157
tab2,2040,16.968599999302384,0.538903558983411,358.8343616639765,0.18243505247436384,-146.9393504719032,4.1310926138189314,6.334228163493286
tab2,2050,8.500140000015731,0.5909442523638597,359.1029750738945,0.22983213335778452,-263.0792151504854,6.880651694752321,3.2158151488967786
tab2,2060,5.526719999922435,0.6099475233654447,365.22292322698803,0.24939460826897034,-259.89635542812704,6.834807767240795,1.4648590765458247
tab2,2070,3.55519999990945,0.6316095026565332,378.30583633742356,0.26819554961304853,-253.27549717023194,9.097855326919893,0.7654753737637509
tab2,2080,2.2215600001095477,0.6390786760930242,395.0378741198711,0.2871798876105615,-252.89629519242376,11.116536672931261,-0.05670727262095679
tab2,2090,0.19206000009483348,0.6473649862062186,427.2820212607848,0.3165471103407142,-272.503401969724,14.752920137582429,-0.27382198149458137
tab2,2100,-0.07372999945179692,0.6620496188693803,391.8973610730087,0.3475991772337922,-287.69147342204104,15.466390881553755,-1.3534228110027173
tab4,2020,52.191999999954,0.17999999946740985,396.8667222249724,0.18905473585944552,499.82320650155185,0,17.04582065708808
tab4,2030,35.913618126606224,0.3443281671982446,398.1119696533831,0.26334674644818334,100.15222577229079,0.2221954453971332,10.596919999699232
tab4,2040,28.55093803411838,0.5795741224614117,392.79085754571116,0.39565845035365066,2.541248946182117,1.6665321628108782,7.196309999891989
tab4,2050,24.377136217255366,0.743713952146383,410.9356456841586,0.5122561941643363,-5.547293869043244,2.224287600623071,5.078700000009868
tab4,2060,21.8156435578067,0.821497917015283,451.36347448917707,0.5704525229040698,-7.052854485014803,2.8392190898512295,4.947030000043286
tab4,2070,22.333723189187253,0.8257044020093511,505.5835227078098,0.6129746334375492,-6.410634201631755,3.329661060171703,4.660919999757388
tab4,2080,22.350948275643475,0.8316579431754388,543.7985586065789,0.6407821905392966,-4.405756577499233,3.289809391574199,3.609539999988324
tab4,2090,21.120103839652305,0.8409637343932453,570.4872164557468,0.6483889964953625,-3.6146831465009663,3.270480543459588,3.1581000000463098
tab4,2100,18.189087898695682,0.8507317591056626,607.8601335628679,0.6564396167548875,-4.286448338495611,3.1184739724829953,2.3463000000637098
